anchor_index,reference_mass_kg,augmented_avg_adc,normalized_adc,noise_std_adc,rng_seed
1,0.100,4.030095,0.00333894,2.000000,42
1,0.100,10.705463,0.00886948,2.000000,42
1,0.100,4.141781,0.00343147,2.000000,42
1,0.100,5.271131,0.00436713,2.000000,42
1,0.100,4.908004,0.00406628,2.000000,42
1,0.100,4.302783,0.00356486,2.000000,42
1,0.100,2.369462,0.00196310,2.000000,42
1,0.100,4.517938,0.00374311,2.000000,42
1,0.100,1.454350,0.00120493,2.000000,42
1,0.100,2.526363,0.00209309,2.000000,42
1,0.100,2.029273,0.00168125,2.000000,42
1,0.100,3.163748,0.00262117,2.000000,42
1,0.100,7.629317,0.00632089,2.000000,42
1,0.100,0.000000,0.00000000,2.000000,42
1,0.100,4.372520,0.00362263,2.000000,42
1,0.100,0.000000,0.00000000,2.000000,42
1,0.100,2.056136,0.00170351,2.000000,42
1,0.100,5.177901,0.00428989,2.000000,42
1,0.100,3.128560,0.00259201,2.000000,42
1,0.100,0.844510,0.00069968,2.000000,42
1,0.100,1.569393,0.00130024,2.000000,42
1,0.100,4.359195,0.00361160,2.000000,42
1,0.100,1.539267,0.00127528,2.000000,42
1,0.100,3.432917,0.00284417,2.000000,42
1,0.100,3.091144,0.00256101,2.000000,42
1,0.100,1.696799,0.00140580,2.000000,42
1,0.100,7.287888,0.00603802,2.000000,42
1,0.100,4.267838,0.00353591,2.000000,42
1,0.100,0.000000,0.00000000,2.000000,42
1,0.100,3.372909,0.00279446,2.000000,42
1,0.100,1.676427,0.00138892,2.000000,42
1,0.100,4.704867,0.00389798,2.000000,42
1,0.100,1.414959,0.00117229,2.000000,42
1,0.100,2.770527,0.00229538,2.000000,42
1,0.100,4.009975,0.00332227,2.000000,42
1,0.100,4.731510,0.00392006,2.000000,42
1,0.100,0.599407,0.00049661,2.000000,42
1,0.100,2.330998,0.00193123,2.000000,42
1,0.100,2.050109,0.00169852,2.000000,42
1,0.100,1.693342,0.00140293,2.000000,42
1,0.100,6.530908,0.00541086,2.000000,42
1,0.100,3.809963,0.00315656,2.000000,42
1,0.100,0.478232,0.00039622,2.000000,42
1,0.100,4.835724,0.00400640,2.000000,42
1,0.100,7.244312,0.00600192,2.000000,42
1,0.100,5.064931,0.00419630,2.000000,42
1,0.100,0.000000,0.00000000,2.000000,42
1,0.100,2.031532,0.00168312,2.000000,42
1,0.100,5.533822,0.00458477,2.000000,42
1,0.100,1.584661,0.00131289,2.000000,42
1,0.100,3.887639,0.00322091,2.000000,42
1,0.100,4.549268,0.00376907,2.000000,42
1,0.100,1.146139,0.00094958,2.000000,42
1,0.100,2.880949,0.00238687,2.000000,42
1,0.100,0.000000,0.00000000,2.000000,42
1,0.100,0.951225,0.00078809,2.000000,42
1,0.100,2.494864,0.00206700,2.000000,42
1,0.100,0.504434,0.00041792,2.000000,42
1,0.100,6.264823,0.00519041,2.000000,42
1,0.100,0.139717,0.00011576,2.000000,42
1,0.100,2.119911,0.00175635,2.000000,42
1,0.100,3.261481,0.00270214,2.000000,42
1,0.100,5.882547,0.00487369,2.000000,42
1,0.100,0.128276,0.00010628,2.000000,42
1,0.100,5.326328,0.00441286,2.000000,42
1,0.100,3.020466,0.00250246,2.000000,42
1,0.100,1.036983,0.00085914,2.000000,42
1,0.100,3.924207,0.00325121,2.000000,42
1,0.100,3.398119,0.00281534,2.000000,42
1,0.100,1.799566,0.00149094,2.000000,42
1,0.100,3.139604,0.00260116,2.000000,42
1,0.100,2.229373,0.00184704,2.000000,42
1,0.100,3.227035,0.00267360,2.000000,42
1,0.100,4.324261,0.00358265,2.000000,42
1,0.100,6.172034,0.00511353,2.000000,42
1,0.100,0.524369,0.00043444,2.000000,42
1,0.100,7.266067,0.00601994,2.000000,42
1,0.100,0.000000,0.00000000,2.000000,42
1,0.100,2.696430,0.00223399,2.000000,42
1,0.100,4.176634,0.00346034,2.000000,42
1,0.100,3.561984,0.00295111,2.000000,42
1,0.100,1.754601,0.00145369,2.000000,42
1,0.100,2.583755,0.00214064,2.000000,42
1,0.100,2.013998,0.00166860,2.000000,42
1,0.100,1.821270,0.00150892,2.000000,42
1,0.100,4.699204,0.00389329,2.000000,42
1,0.100,3.714031,0.00307708,2.000000,42
1,0.100,1.614181,0.00133735,2.000000,42
1,0.100,4.799200,0.00397614,2.000000,42
1,0.100,3.614599,0.00299470,2.000000,42
1,0.100,4.625724,0.00383241,2.000000,42
1,0.100,4.259258,0.00352880,2.000000,42
2,0.200,4.342010,0.00359736,2.000000,42
2,0.200,4.879638,0.00404278,2.000000,42
2,0.200,7.494587,0.00620927,2.000000,42
2,0.200,7.220741,0.00598239,2.000000,42
2,0.200,5.958197,0.00493637,2.000000,42
2,0.200,6.234655,0.00516541,2.000000,42
2,0.200,8.555330,0.00708809,2.000000,42
2,0.200,4.816857,0.00399077,2.000000,42
2,0.200,7.094195,0.00587754,2.000000,42
2,0.200,5.595615,0.00463597,2.000000,42
2,0.200,5.564638,0.00461030,2.000000,42
2,0.200,8.197554,0.00679168,2.000000,42
2,0.200,7.650833,0.00633872,2.000000,42
2,0.200,7.627019,0.00631899,2.000000,42
2,0.200,8.610958,0.00713418,2.000000,42
2,0.200,6.042008,0.00500581,2.000000,42
2,0.200,7.363906,0.00610100,2.000000,42
2,0.200,5.379466,0.00445689,2.000000,42
2,0.200,6.648333,0.00550815,2.000000,42
2,0.200,5.739714,0.00475536,2.000000,42
2,0.200,6.193992,0.00513172,2.000000,42
2,0.200,7.190314,0.00595718,2.000000,42
2,0.200,4.363559,0.00361521,2.000000,42
2,0.200,10.184775,0.00843809,2.000000,42
2,0.200,3.987965,0.00330403,2.000000,42
2,0.200,3.571623,0.00295909,2.000000,42
2,0.200,8.316222,0.00688999,2.000000,42
2,0.200,7.583325,0.00628279,2.000000,42
2,0.200,7.248240,0.00600517,2.000000,42
2,0.200,7.256691,0.00601217,2.000000,42
2,0.200,5.975506,0.00495071,2.000000,42
2,0.200,4.205491,0.00348425,2.000000,42
2,0.200,6.151609,0.00509661,2.000000,42
2,0.200,4.645677,0.00384894,2.000000,42
2,0.200,7.950239,0.00658678,2.000000,42
2,0.200,5.705885,0.00472733,2.000000,42
2,0.200,4.349006,0.00360315,2.000000,42
2,0.200,5.357228,0.00443847,2.000000,42
2,0.200,6.825863,0.00565523,2.000000,42
2,0.200,4.872551,0.00403691,2.000000,42
2,0.200,4.355559,0.00360858,2.000000,42
2,0.200,6.487374,0.00537479,2.000000,42
2,0.200,6.489933,0.00537691,2.000000,42
2,0.200,4.986114,0.00413100,2.000000,42
2,0.200,5.057923,0.00419049,2.000000,42
2,0.200,6.464100,0.00535551,2.000000,42
2,0.200,3.103831,0.00257153,2.000000,42
2,0.200,3.185072,0.00263883,2.000000,42
2,0.200,4.563112,0.00378054,2.000000,42
2,0.200,5.573106,0.00461732,2.000000,42
2,0.200,6.621815,0.00548618,2.000000,42
2,0.200,8.950712,0.00741567,2.000000,42
2,0.200,7.715319,0.00639215,2.000000,42
2,0.200,5.680123,0.00470598,2.000000,42
2,0.200,5.961968,0.00493949,2.000000,42
2,0.200,3.994941,0.00330981,2.000000,42
2,0.200,5.962974,0.00494033,2.000000,42
2,0.200,5.422683,0.00449269,2.000000,42
2,0.200,6.645437,0.00550575,2.000000,42
2,0.200,4.345538,0.00360028,2.000000,42
2,0.200,7.038693,0.00583156,2.000000,42
2,0.200,9.065478,0.00751075,2.000000,42
2,0.200,5.782480,0.00479079,2.000000,42
2,0.200,6.803423,0.00563664,2.000000,42
2,0.200,7.380288,0.00611457,2.000000,42
2,0.200,5.197559,0.00430618,2.000000,42
2,0.200,6.448185,0.00534232,2.000000,42
2,0.200,6.025185,0.00499187,2.000000,42
2,0.200,6.195352,0.00513285,2.000000,42
2,0.200,4.453980,0.00369012,2.000000,42
2,0.200,6.049020,0.00501162,2.000000,42
2,0.200,6.995997,0.00579619,2.000000,42
2,0.200,8.902287,0.00737555,2.000000,42
2,0.200,7.918542,0.00656052,2.000000,42
2,0.200,10.306365,0.00853883,2.000000,42
2,0.200,4.465305,0.00369951,2.000000,42
2,0.200,7.744641,0.00641644,2.000000,42
2,0.200,6.366684,0.00527480,2.000000,42
2,0.200,10.379606,0.00859951,2.000000,42
2,0.200,4.383403,0.00363165,2.000000,42
2,0.200,4.320556,0.00357958,2.000000,42
2,0.200,4.801215,0.00397781,2.000000,42
2,0.200,1.752209,0.00145171,2.000000,42
2,0.200,4.948490,0.00409983,2.000000,42
2,0.200,4.481735,0.00371312,2.000000,42
2,0.200,6.300788,0.00522021,2.000000,42
2,0.200,6.683512,0.00553729,2.000000,42
2,0.200,9.752342,0.00807982,2.000000,42
2,0.200,7.900848,0.00654586,2.000000,42
2,0.200,4.846193,0.00401507,2.000000,42
2,0.200,4.203171,0.00348233,2.000000,42
2,0.200,6.983838,0.00578611,2.000000,42
2,0.200,3.359534,0.00278337,2.000000,42
2,0.200,9.662918,0.00800573,2.000000,42
2,0.200,8.358880,0.00692534,2.000000,42
2,0.200,5.061649,0.00419358,2.000000,42
2,0.200,2.573731,0.00213234,2.000000,42
2,0.200,8.707745,0.00721437,2.000000,42
2,0.200,5.770920,0.00478121,2.000000,42
2,0.200,8.475633,0.00702207,2.000000,42
2,0.200,2.811145,0.00232903,2.000000,42
2,0.200,4.801250,0.00397784,2.000000,42
2,0.200,6.010487,0.00497969,2.000000,42
2,0.200,6.093961,0.00504885,2.000000,42
2,0.200,5.099869,0.00422524,2.000000,42
2,0.200,7.245700,0.00600307,2.000000,42
2,0.200,3.864759,0.00320195,2.000000,42
2,0.200,5.715241,0.00473508,2.000000,42
2,0.200,6.240591,0.00517033,2.000000,42
2,0.200,7.028878,0.00582343,2.000000,42
2,0.200,7.423230,0.00615015,2.000000,42
2,0.200,3.750716,0.00310747,2.000000,42
2,0.200,2.931772,0.00242897,2.000000,42
2,0.200,8.555354,0.00708811,2.000000,42
2,0.200,6.664628,0.00552165,2.000000,42
2,0.200,4.503027,0.00373076,2.000000,42
2,0.200,9.102304,0.00754126,2.000000,42
2,0.200,6.231349,0.00516268,2.000000,42
2,0.200,8.358594,0.00692510,2.000000,42
2,0.200,6.135037,0.00508288,2.000000,42
2,0.200,10.121496,0.00838566,2.000000,42
2,0.200,9.510682,0.00787960,2.000000,42
2,0.200,5.502072,0.00455847,2.000000,42
2,0.200,7.943142,0.00658090,2.000000,42
2,0.200,7.290752,0.00604039,2.000000,42
2,0.200,8.737263,0.00723883,2.000000,42
2,0.200,4.070153,0.00337212,2.000000,42
2,0.200,7.372103,0.00610779,2.000000,42
2,0.200,8.116849,0.00672481,2.000000,42
2,0.200,2.482521,0.00205677,2.000000,42
2,0.200,3.633483,0.00301034,2.000000,42
2,0.200,1.921536,0.00159199,2.000000,42
2,0.200,5.461186,0.00452460,2.000000,42
2,0.200,7.435085,0.00615997,2.000000,42
2,0.200,9.004714,0.00746041,2.000000,42
2,0.200,6.148190,0.00509378,2.000000,42
2,0.200,9.257231,0.00766962,2.000000,42
2,0.200,3.239797,0.00268417,2.000000,42
2,0.200,2.593235,0.00214850,2.000000,42
2,0.200,5.888905,0.00487896,2.000000,42
2,0.200,6.768131,0.00560740,2.000000,42
2,0.200,5.934611,0.00491683,2.000000,42
2,0.200,1.865116,0.00154525,2.000000,42
2,0.200,5.821760,0.00482333,2.000000,42
2,0.200,3.391061,0.00280950,2.000000,42
2,0.200,7.339345,0.00608065,2.000000,42
2,0.200,6.733196,0.00557846,2.000000,42
2,0.200,4.120240,0.00341362,2.000000,42
2,0.200,4.972266,0.00411952,2.000000,42
2,0.200,3.881573,0.00321588,2.000000,42
3,0.300,6.874642,0.00569564,2.000000,42
3,0.300,8.910285,0.00738217,2.000000,42
3,0.300,5.028548,0.00416615,2.000000,42
3,0.300,8.008093,0.00663471,2.000000,42
3,0.300,5.939485,0.00492087,2.000000,42
3,0.300,5.414254,0.00448571,2.000000,42
3,0.300,6.785939,0.00562215,2.000000,42
3,0.300,4.929515,0.00408411,2.000000,42
3,0.300,5.892701,0.00488211,2.000000,42
3,0.300,4.604244,0.00381462,2.000000,42
3,0.300,10.929450,0.00905505,2.000000,42
3,0.300,7.070527,0.00585793,2.000000,42
3,0.300,5.600549,0.00464006,2.000000,42
3,0.300,7.427960,0.00615407,2.000000,42
3,0.300,6.775344,0.00561338,2.000000,42
3,0.300,6.558061,0.00543336,2.000000,42
3,0.300,8.228333,0.00681718,2.000000,42
3,0.300,8.515015,0.00705469,2.000000,42
3,0.300,5.938998,0.00492046,2.000000,42
3,0.300,5.848364,0.00484537,2.000000,42
3,0.300,6.449897,0.00534374,2.000000,42
3,0.300,2.396158,0.00198522,2.000000,42
3,0.300,3.969618,0.00328883,2.000000,42
3,0.300,9.733749,0.00806441,2.000000,42
3,0.300,10.289935,0.00852522,2.000000,42
3,0.300,6.501928,0.00538685,2.000000,42
3,0.300,8.153114,0.00675486,2.000000,42
3,0.300,7.622500,0.00631524,2.000000,42
3,0.300,13.157762,0.01090121,2.000000,42
3,0.300,9.239150,0.00765464,2.000000,42
3,0.300,6.744165,0.00558754,2.000000,42
3,0.300,5.088919,0.00421617,2.000000,42
3,0.300,3.787107,0.00313762,2.000000,42
3,0.300,7.406927,0.00613664,2.000000,42
3,0.300,5.487299,0.00454623,2.000000,42
3,0.300,4.155493,0.00344283,2.000000,42
3,0.300,5.706854,0.00472813,2.000000,42
3,0.300,4.836904,0.00400738,2.000000,42
3,0.300,10.374283,0.00859510,2.000000,42
3,0.300,8.763280,0.00726038,2.000000,42
3,0.300,6.984055,0.00578629,2.000000,42
3,0.300,9.959888,0.00825177,2.000000,42
3,0.300,7.154737,0.00592770,2.000000,42
3,0.300,5.277432,0.00437235,2.000000,42
3,0.300,10.046248,0.00832332,2.000000,42
3,0.300,8.077820,0.00669248,2.000000,42
3,0.300,4.925508,0.00408079,2.000000,42
3,0.300,6.619323,0.00548411,2.000000,42
3,0.300,5.248763,0.00434860,2.000000,42
3,0.300,4.234401,0.00350820,2.000000,42
3,0.300,8.852355,0.00733418,2.000000,42
3,0.300,10.818833,0.00896341,2.000000,42
3,0.300,4.202865,0.00348208,2.000000,42
3,0.300,8.125938,0.00673234,2.000000,42
3,0.300,5.698715,0.00472139,2.000000,42
3,0.300,6.025749,0.00499234,2.000000,42
3,0.300,5.815212,0.00481791,2.000000,42
3,0.300,5.272018,0.00436787,2.000000,42
3,0.300,7.097043,0.00587990,2.000000,42
3,0.300,5.338100,0.00442262,2.000000,42
3,0.300,7.540914,0.00624765,2.000000,42
3,0.300,6.899524,0.00571626,2.000000,42
3,0.300,6.522104,0.00540357,2.000000,42
3,0.300,5.184873,0.00429567,2.000000,42
3,0.300,5.846457,0.00484379,2.000000,42
3,0.300,8.510782,0.00705119,2.000000,42
3,0.300,8.001834,0.00662952,2.000000,42
3,0.300,5.044890,0.00417969,2.000000,42
3,0.300,7.198665,0.00596410,2.000000,42
3,0.300,8.502774,0.00704455,2.000000,42
3,0.300,3.661189,0.00303330,2.000000,42
3,0.300,8.086720,0.00669985,2.000000,42
3,0.300,5.674752,0.00470153,2.000000,42
3,0.300,8.141197,0.00674499,2.000000,42
3,0.300,5.473482,0.00453478,2.000000,42
3,0.300,3.390236,0.00280881,2.000000,42
3,0.300,3.744915,0.00310266,2.000000,42
3,0.300,7.096170,0.00587918,2.000000,42
3,0.300,7.519445,0.00622986,2.000000,42
3,0.300,5.191367,0.00430105,2.000000,42
3,0.300,8.277185,0.00685765,2.000000,42
3,0.300,3.676960,0.00304636,2.000000,42
3,0.300,6.867840,0.00569001,2.000000,42
3,0.300,4.577968,0.00379285,2.000000,42
3,0.300,5.696328,0.00471941,2.000000,42
3,0.300,7.094797,0.00587804,2.000000,42
3,0.300,5.279173,0.00437380,2.000000,42
3,0.300,6.230889,0.00516229,2.000000,42
3,0.300,9.012586,0.00746693,2.000000,42
3,0.300,5.846216,0.00484359,2.000000,42
3,0.300,8.671384,0.00718425,2.000000,42
3,0.300,4.740586,0.00392758,2.000000,42
3,0.300,8.059608,0.00667739,2.000000,42
3,0.300,9.883137,0.00818818,2.000000,42
3,0.300,2.056711,0.00170399,2.000000,42
3,0.300,5.406209,0.00447905,2.000000,42
3,0.300,8.154144,0.00675571,2.000000,42
3,0.300,6.593909,0.00546306,2.000000,42
3,0.300,7.742292,0.00641449,2.000000,42
3,0.300,5.792030,0.00479870,2.000000,42
3,0.300,7.173180,0.00594298,2.000000,42
3,0.300,6.688646,0.00554155,2.000000,42
3,0.300,9.335564,0.00773452,2.000000,42
3,0.300,7.508842,0.00622108,2.000000,42
3,0.300,7.675205,0.00635891,2.000000,42
3,0.300,6.176246,0.00511702,2.000000,42
3,0.300,6.024788,0.00499154,2.000000,42
3,0.300,6.134884,0.00508275,2.000000,42
3,0.300,7.788904,0.00645311,2.000000,42
3,0.300,6.158031,0.00510193,2.000000,42
3,0.300,7.579550,0.00627966,2.000000,42
3,0.300,11.150802,0.00923844,2.000000,42
3,0.300,8.742249,0.00724296,2.000000,42
3,0.300,6.347953,0.00525928,2.000000,42
3,0.300,9.402428,0.00778992,2.000000,42
3,0.300,6.183849,0.00512332,2.000000,42
3,0.300,2.923751,0.00242233,2.000000,42
3,0.300,4.983827,0.00412910,2.000000,42
3,0.300,3.258416,0.00269960,2.000000,42
3,0.300,6.296973,0.00521704,2.000000,42
3,0.300,7.036837,0.00583002,2.000000,42
3,0.300,10.352875,0.00857736,2.000000,42
3,0.300,7.653855,0.00634122,2.000000,42
3,0.300,6.561799,0.00543645,2.000000,42
3,0.300,8.658811,0.00717383,2.000000,42
3,0.300,2.577729,0.00213565,2.000000,42
3,0.300,7.471229,0.00618992,2.000000,42
3,0.300,8.541730,0.00707683,2.000000,42
3,0.300,4.042828,0.00334948,2.000000,42
